path,classification,reason_and_boundary,follow_up,baseline_sha256
skills/test-assurance/SKILL.md,compat,검증 책임 재사용; 구 gate pass/override와 새 Review·Human Decision 분리,"#81, #82",fe0b314cd9f06318b7d4e51efac8e87425f408194a478aac68fc8eb8c61a5ede
skills/using-ownhands/SKILL.md,compat,현재 4-domain 사전검사 router를 새 dormant/lifecycle router로 교체,#81,4e9bc966c5860f29bc99b7d03cee408993476fb247b12a84e8b18a73e082f47d
skills/using-ownhands/references/antigravity-tools.md,compat,기존 플랫폼 tool 참조; 사용 환경·지원 주장을 새 Skill 계약에서 재평가,#81,9a809505c837019eaa7f5384a5a51e98f3f2c7e3e0570cd66709d3175eca52e4
skills/using-ownhands/references/claude-code-tools.md,compat,기존 플랫폼 tool 참조; 사용 환경·지원 주장을 새 Skill 계약에서 재평가,#81,b42188d50030c69b9367fb9e497845d5fc8a5d6b392bc0e29ab0cc8a22490eda
skills/using-ownhands/references/codex-tools.md,compat,기존 플랫폼 tool 참조; 사용 환경·지원 주장을 새 Skill 계약에서 재평가,#81,195b042197ca83f5af80694d911d2ecd7d0e91e22a6f7585a5aaef35b356225f
skills/using-ownhands/references/grok-tools.md,compat,기존 플랫폼 tool 참조; 사용 환경·지원 주장을 새 Skill 계약에서 재평가,#81,137196b9899b811b8e05be809b77ef0f1a9cef6358aa9e7b6e68fae647a044e7
src/devharness/__init__.py,keep,패키지 초기화,#79,54a18841912f4125d97b26cb7f62438772ecfe396d098d8c72c14bff4ead49aa
src/devharness/__main__.py,compat,MCP 서버 진입점 유지; M1 demo와 M1.5 CLI 및 eager Context import는 분리,"#81, #83",3519dce61d69d08a133ac932664dd1490bad22a8d135eab812973d3af16e7256
src/devharness/assurance.py,keep,Restore·Impact·Test Design·비교·Gap·Packet 기반; v1.1 입력과 Gate/override는 호환 경계,"#80, #82",1e61b3555cb31538eb52f22ae5c95c7703546d642591dd08d3ea3f43c748e661
src/devharness/catalog.py,keep,SQLite 트랜잭션·schema 검증·참조 무결성; v1/v2 migration은 호환 유지,#80,30893893626a6e59db1b54db354351150373a1285d35809b6a94b6124e1571d1
src/devharness/codex_app_server.py,remove-later,managed 실행·승인 통제 전용; AppServerRun/Record를 소비하는 기록 수입 경로 보호 후 분리,#83,1fe2e388993da215e36c1afe0caa30cc357a78beb613d91650260d5ebf531c16
src/devharness/context_architecture.py,remove-later,Context lint·manifest·적용성·고정 비교 책임; CLI·Context MCP·Skill 테스트 소비 해소 전 보존,"#81, #83",bbc4e9bfdba212b6a8ea065e1341b2bf20992c5da7b278647bc09182bf147b29
src/devharness/control_profile.py,compat,Profile/Compiler 분리 후보이나 build_execution_contract의 Assurance draft·fingerprint 생성 연결 보존,"#80, #82, #83",c47fa69e34a9a857bff8385de939dfe99c802ae049af2c9454355c691ec9d455
src/devharness/control_runtime.py,remove-later,configured/loaded/enforced 관찰 평가; managed 기록 및 legacy 관찰 의미 보존 후 분리,#83,507203053afcad210729c54b19f8ca3c641b790cc073cfc65af40207b8dbdc6a
src/devharness/events.py,keep,append-only sequence·fingerprint·redaction 및 lifecycle 원본 보존,#80,f3c91b3e10b5b3ca697f6eb41a731e471e55ffe781002f3121a38975a56109c9
src/devharness/evidence.py,keep,CAS 객체·metadata·scope·redaction·purge 감사; legacy evidence type 즉시 삭제 금지,"#80, #82",cda0f2d05b3372c021afa7843fdb358469ab7cdd79e735dc83a8498bd3e50a62
src/devharness/guarantees.py,compat,공용 증거 검증과 Control category·report v1 혼합; 새 Claim 평가로 명시적 전환,"#80, #82, #83",18a8adc90099c581fa8721b1510c34fa99ac47c46e3d5df32e6da3261f526a43
src/devharness/identity.py,keep,Project/Worktree/Task 격리와 원자적 task.created; managed/imported는 legacy 입력 경계,#80,09b09a631d53c2c0a16123260145d22ea27fb9b843e22502c62570a36a2891ff
src/devharness/imported_tasks.py,keep,현재 snapshot/diff/test 수입과 과거 실행 이력 비추정; 구 Guarantee 호출은 호환,"#80, #82, #83",3b050b1350a2a478d580a6da30fadc06cd010f1c337d903a3253c4cdcdfbef81
src/devharness/m2_review.py,historical-only,M2 고정 demo·재현 실행기 보존; 새 lifecycle 실행기로 승계하지 않음,#83,30f97607426155fb988e0fe5c76e0cb7a0f6df4f31945d3db4a7342a273ca451
src/devharness/m3_review.py,historical-only,M3 고정 probe/packet/live 실행 이력 재현; 자동 재실행·새 Review로 승계 금지,#83,93e4651b95b727f577d3fb3e291b941e76a6c152f89edb3d32b1907b367b47a7
src/devharness/m4_review.py,compat,Packet 검증·표현 재사용 검토; run_m4_fixture와 합성 저장소 생성은 역사 재현,"#80, #82, #83",a4bb8179283d627b25f4662b71ed961c235aa0e7a40ed8199ad37ad1811ab1f0
src/devharness/managed_tasks.py,compat,prepare 실행통제와 record_managed_run의 Evidence 수입·참조 검증 혼합,"#80, #83",270efaeede15f8bb953d1c1c228bcec53ff4610b3e70502253e6c97fd856aad0
src/devharness/mcp/__init__.py,keep,MCP 패키지 export; server 의존성은 등록표와 함께 보호,#81,82fa4d5978333bdf30a92940d62f26c79944a49babcbab9643881962444478f7
src/devharness/mcp/protocol.py,keep,JSON-RPC envelope와 오류 표현 기반,"#80, #81",bf27be1d219bb1f8ed303e5fa2274c9654ae63ddfe167d379eaa0a1038ba1129
src/devharness/mcp/server.py,compat,transport/dispatch 유지; 25-tool registration과 validation은 명시적 계약 교체,"#80, #81, #83",e74a09756a30a8c049da62d50fb9ee52ffbbae731702f48c273f3290d310af6b
src/devharness/mcp/tools/__init__.py,keep,MCP 도구 패키지 초기화,#81,5384bfdb2df380b6557cc7a71d16891415bccaa87699406e236f752c6415389f
src/devharness/mcp/tools/assurance.py,compat,검증 7개 도구 재사용; 구 decision/contract/guarantee 의미를 새 Claim으로 직접 변환 금지,"#80, #82",457e4658d635417d022e9c8956ff2c2aa7327309d79a942747732e3a50c6f8b6
src/devharness/mcp/tools/common.py,compat,Task 존재 검사·Evidence 저장 유지; legacy decision→result/basis 변환 분리,"#80, #82",105ad2e1e3f1da2cbbf2368ddc920d9ea91c87776f8bf82e7cd4296c0be83903
src/devharness/mcp/tools/context.py,remove-later,Context 전용 6개 adapter; 구 보장/고정 benchmark 재현은 별도 하위 경계,"#81, #83",32009e1454ac56c7ccd7a6b8b6eb4882ee170fadef24547f9d456a118ead8a0b
src/devharness/mcp/tools/execution.py,compat,create/import/restore 유지와 prepare/runtime/candidate 제어 혼합,"#80, #81, #83",ef6058fc348c855444e5b1801909a79ad001ffcbe52b75c9df1506d8f93d7a17
src/devharness/mcp/tools/harness.py,compat,profile/compile 제거 후보와 Assurance 계약 생성 adapter 혼합,"#80, #83",1f1ce0097552ba5df2dcd72fa5a722add3dfb937687e049964c2586d1722ecc2
src/devharness/paths.py,keep,Git 밖 private data root와 저장 경계,#80,8d6221af110a1fe4fe4bec0332f6d1fd708ad83dcbe4beb39efae0d6c2326032
src/devharness/plugin.py,keep,manifest/config 검증과 Skill discovery; load_plugin_manifest 호환 projection 유지,#81,070b6739d00ca48ee46c3965a5f10658589df18a71f05d9a5b7c822db4e92a0e
src/devharness/projections.py,keep,canonical replay·무결성·수집 freshness; 구 event handler와 v1 projection은 호환,"#80, #82",0f0287dfedf82e81aa65c0ddeb2421343acbb1690318862bc05c27bda091b42a
src/devharness/review.py,compat,M1 Evidence/Guarantee 표현과 공유 atomic writer 유지; run_m1_demo는 역사 재현,"#80, #83",a48960eaf3e9ac9eb4fb8db806d888f121c69170bba734cbae265a7298cc6800
tests/__init__.py,keep,테스트 패키지 초기화,#79,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
tests/fixtures/guarantee_attacks.json,compat,구 Guarantee 의미와 위조/상충 Evidence 반례 fixture 보존,"#82, #83",a42f540d13083f55618189c0b6a5964841f6f2226c16761c799f5bb68eb24fd8
tests/fixtures/hwpx_package_inspection.json,compat,M1 합성 수직 slice 입력; 실사용·현행 M5 검증 증거 아님,#83,185badffaaf686a124a60d24dafab5afca4f4382e156a85ac64534a58ec5d418
tests/fixtures/m15/applicability_cases.json,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",72de864d1a45d4ead263616483e9308f93eb457225ffb23f55a42c4dc4caac97
tests/fixtures/m15/comparison_attacks.json,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",cc7c4454aaf94c6aea20dea8471a66fd660a3c08426bd30d74ad3ee697b87026
tests/fixtures/m15/comparison_project/REQUIREMENTS.md,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",a6b6b0958a77302f1c70254e20ba2627ff598e2850d64dfac5569dccf3b4d794
tests/fixtures/m15/comparison_project/harness.py,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",72c9be31dc411be40b7b206110b4dce477e3b3d0cbe589d4d53a39a2a3d3c9d8
tests/fixtures/m15/comparison_project/test_harness.py,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",890b4520f5ac9a5c689d34a78316af897e2838d36d5aab8a0e538bd28e121e28
tests/fixtures/m15/guarantee_attacks.json,compat,구 Guarantee 의미와 위조/상충 Evidence 반례 fixture 보존,"#82, #83",0586bcf278e464527de85f9122f2d7ec19da28db94158364f8ac1bef074efae2
tests/fixtures/m15/lint_cases.json,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",d23550b460088331f8cf1b4c7733e432a704b2fe27f129aa61ed61ede0db3ddf
tests/fixtures/m15/manifest_attacks.json,compat,기존 Context 검사·비교 fixture; 테스트 소비 제거 전 보존,"#81, #83",ce353744cabae06151e63f36d6341c11a2753c4eda697e16536c3c808466d2b7
tests/fixtures/m2/adversarial-cases.json,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",7faa818709955d3ca268cf616a15c9522844626cb71bf439a23f43e18cdf4cb3
tests/fixtures/m2/interview-cases.json,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",a549989f5a65901fb0accf7f2278618d00c9dd0c77e69105ebbafab59156c5f7
tests/fixtures/m2/project/.codex/config.toml,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",c73e8bece7ee8c99689e2c62932ffeb52126a24b55782659b5d9811bfdd253f7
tests/fixtures/m2/project/.codex/hooks.json,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",56972e066000a13954a596529804a5823dd394fa52a062aa0a3e8dd59ed6e246
tests/fixtures/m2/project/.codex/rules/fixture.rules,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",5cefe8027ee4df6298c863accd896c7b9d37f39ec3c83e580bac8b640c125ad3
tests/fixtures/m2/project/AGENTS.md,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",3c5fca89dc98084416e792e284a736c6132070a775c0212d98fe2c618ad9d154
tests/fixtures/m2/project/REQUIREMENTS.md,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",1784fb69e0db07f6102f869bd4acfba24fafe322c6ee738dcbcfa35e733ebbd4
tests/fixtures/m2/project/external-services.json,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",ea4e4a00861a85cb0099111543918012e26f64b93a207b3af30efdbb5cc3d45a
tests/fixtures/m2/project/hwpx-tool-contract.json,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",5fee3c29ed51e298be36e57c020f65b897760ac1fd25a462dd36d5a6a8314478
tests/fixtures/m2/project/pyproject.toml,compat,Profile/Compiler·구 Assurance 계약 생성 테스트 입력; 임의 제거 금지,"#80, #83",93a12908f788701edb0f9444c48999e8e2f773aab17c327e396686fa6de58aa4
tests/fixtures/m3/app-server-attacks.json,compat,실행 protocol 또는 imported snapshot 테스트 입력; 실제 runtime 성공 증거 아님,"#80, #83",0f3c6335d221feaadfb2ec2b625a795b9d2be116fc5be711e870b646f64b9858
tests/fixtures/m3/app-server-success.jsonl,compat,실행 protocol 또는 imported snapshot 테스트 입력; 실제 runtime 성공 증거 아님,"#80, #83",fb075c930748c86302bc8c30c795f40762306b9593c908aff3a74384f23f111c
tests/fixtures/m3/imported-task.json,compat,실행 protocol 또는 imported snapshot 테스트 입력; 실제 runtime 성공 증거 아님,"#80, #83",5da91ce6089ca0ab548fb756d85b50d384a0d051bdb540cfc8193651a6edfbe5
tests/fixtures/m4/adversarial-cases.json,keep,Assurance 계약·영향 관계·공격 입력 fixture를 회귀 기준으로 보존,"#80, #82",ff1f09545dab9556a741d11cb54db796f7259b50eed7ac466254aeede001cc79
tests/fixtures/m4/relation-catalog.json,keep,Assurance 계약·영향 관계·공격 입력 fixture를 회귀 기준으로 보존,"#80, #82",ecb5071eb746525c148a7934075e4238ba4f0725c38f12f11949cd7b41a3c9eb
tests/test_assurance.py,keep,Contract binding·실패 baseline·비교 불가·gap·override·packet 반례 보호,"#80, #82",0bd74b607193a414d20bb6588535ed90241a4dd8cf78b70805c3fa556ca00095
tests/test_codex_app_server.py,compat,scope·approval chain·timeout·transport 회귀 보호; 실행통제 분리 후 역사 재현 경계,#83,fbe5da8edd53846f3c61677df1b716d1da19f5ab2f18ea46842320c0cb18fcc7
tests/test_context_architecture.py,compat,Context 검증·CLI·고정 비교 계약의 현재 회귀 기준; 소비 대체 전 유지,"#81, #83",6f64d04c393e6c9ba9ec9d77277a001948622b9294a63f872221b58cfddf2826
tests/test_control_profile.py,compat,구 계약 생성과 apply/journal/rollback 보호; 새 검증 연결 분리 전 유지,"#80, #83",418d26d0b2befb6a22bb4fde23984942ac95c5fc3eea4957a3b53a86fee8b4f4
tests/test_control_runtime.py,compat,configured를 loaded/enforced로 승격하지 않는 관찰 회귀 보호,#83,b50bd7d16fd98e166d847228a0497342db893c0c5807796e55f63911a8014300
tests/test_events.py,keep,append-only·sequence·task.created·tamper 반례 보호,#80,a2da2e1a2be74fece7c41b4ce893c5f0adbe70fb8574fd72257bc44815e02efd
tests/test_evidence.py,keep,private/redaction/hash/metadata/tombstone/purge 회귀 보호,"#80, #82",9e528b78a901ecb8c2189e606fb6de5be6ce501c953573741d05aa9cd5493301
tests/test_guarantees.py,compat,구 matrix 고정 category와 범용 Evidence scope/위조/상충 검증을 분리해 보호,"#82, #83",45571dab32555876c813e8b9172a5334769506afc5c16caad290bdbe608cee06
tests/test_identity.py,keep,Task 격리·원자성·schema migration 실패 시 보존 회귀 보호,#80,bfe08378162a8d643cf485689471e9019774a5f5d9b82a5ec7c7c1ac94de5475
tests/test_imported_tasks.py,keep,현재 증거만 수입·타 Task/오래된 test/조작한 이력 거부 보호,"#80, #82",6c9830af38e18d2a8387507cc582de80c5263fcb72c3ade7dbced27e4d1d1f5a
tests/test_m3_review.py,compat,역사 live 실행기의 one-attempt·sanitization·preflight 회귀 안전장치; 새 M5 검증 결과 아님,#83,b20061c6d8309b0573e15257af0f296ff76c572d2079d7086d66bcbea82535f9
tests/test_m45_vertical_slice.py,compat,구 plugin/context slice와 실제 stdio subprocess roundtrip; transport 부분 재사용,"#81, #83",1e82c62570854375ca63c96a5e55b7375aa43deec78e755cf671202f9c0ed39d
tests/test_m4_review.py,compat,합성 packet fixture와 표현/sanitization/closure 보호; 새 Dashboard 수용 시험 아님,"#80, #82",f30d9a4dd72436461385541980590c9fdddd00c5aa94be688af3bb4c5b48eeed
tests/test_managed_tasks.py,compat,managed prepare와 Evidence 수입 무결성 혼합 회귀 보호,"#80, #83",7a250e0d6dfc9bbab6e1cea36bc116d7d0f2f5e37826030f1de3e35e3c28066a
tests/test_mcp_contract_25_tools.py,compat,25개 exact list·atomic task·legacy decision mapping 반례; 새 tool 계약과 버전 분리,"#80, #81, #82, #83",768f133cdee1305ea6d292d40fc99880b51a762c14031ebd49da321117e87d9e
tests/test_mcp_core_tools.py,compat,초기 4-tool 호환 anchor; 검사 대상 책임을 새 계약에 명시적으로 연결,"#81, #82",74467d8906df08ea34cd6c1c23f6bacae6d0916672065f93a5ae7f7195efeeaa
tests/test_mcp_server.py,compat,initialize/dispatch/context legacy envelope; 공용 transport와 전용 Context 회귀 분리,"#81, #83",99cf6ede14e9fc83993f46ab01d895038c3467958a8177a566fa0da464e43d99
tests/test_plugin_manifest.py,keep,manifest/MCP config 및 discovery 보호; 고정 Skill 목록은 #81에서 교체,#81,b2212c0284f3aa7f683c2afe3d3cf851ae3147da12563181e30d00adbf58de15
tests/test_projections.py,keep,replay/freshness/tamper/cross-task/missing-ref 반례 보호,#80,a926a1c54fa779a4d4a48f641d76deae8b483f209eb10da09cba3c368a533263
tests/test_skills.py,compat,기존 5 Skill 및 platform reference lint 검증; 새 Router 계약으로 교체,#81,b010f75e24e20e37ecee65e27ab034285445a8c8b45eb0cdfe36b7186e88c878
tests/test_vertical_poc.py,compat,M1 재현 및 raw 노출/HTML escaping 보호; 역사 slice와 새 검증을 구분,"#80, #83",1241aa35f3d1c2166927d9f0346eb03fffc245e704145f1b57ca92dc6966d9d4
uv.lock,keep,현재 패키지·재현 환경·Git 제외 기반 보존; 불필요한 변경 없음,#79,18395e596b80b3f7869c9f9b98c606560d32badf18e3ce1366a9ae25e93edd15
